PreTest
Block #, Plank Width
1,0.5499997
2,0.6250004
MainTrials
Block #, Plank Width, Fall?
1,0.5049997, No
2,0.2750007, No
3,0.2549999, Yes
4,0.4200006, No
PostTest
Block #, Plank Width
1,0.4399997
2,0.4800005
