PreTest
Block #, Plank Width
1,0.3649998
2,0.1200008
MainTrials
Block #, Plank Width, Fall?
1,0.4499997, No
2,0.1450008, Yes
3,0.4949997, No
4,0.2400007, Yes
PostTest
Block #, Plank Width
1,0.3699998
2,0.1150008
